,Body,Passengers,Interior,Exterior,Wheels,Tires,Fuel,Basic,Powertrain,Engine,Horsepower,Transmission,Stock,VIN,Year,Make Model,Mileage,Highway,City,Price,Brand,Model,Liters,Cylinder,HP,TransType
"https://www.carvana.com/search/2000217010/2016-jeep-latitude-sport-utility-4d-?sri=863bc55d-5184-4258-905f-fafc687faa04
",SUV,5.0,BLACK,BLACK,17 Alloy wheels,225-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 27 mos. 16,700 mi. left",2.4L I4,172 hp / 165 ft-lbs. torque,"Automatic, CVT",2000217010.0,1C4NJRFB6GD695586,2016,Jeep Patriot,43062,27,21,15700,Jeep,Patriot,2.4L,I4,172,auto
"https://www.carvana.com/search/2000219219/2014-chevrolet-sedan-4d-?sri=863bc55d-5184-4258-905f-fafc687faa04
",Hatchback,4.0,BROWN,BLACK,17 Special - other,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 6 mos. 66,200 mi. left",Range-Extended Electric,149 hp / 273 ft-lbs. torque,Single-Speed Fixed Gear,2000219219.0,1G1RH6E47EU164367,2014,Chevrolet Volt,33503,40,35,14200,Chevrolet,Volt,Range-Extended,Electric,149,
"https://www.carvana.com/search/2000221085/2017-jeep-latitude-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",SUV,5.0,RED,BLACK,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; 11 mos. 6,300 mi. left","60 mo. / 60,000 mi.; 35 mos. 30,300 mi. left",3.2L V6,271 hp / 239 ft-lbs. torque,"Automatic, 9-Spd",2000221085.0,1C4PJMCS8HW547283,2017,Jeep Cherokee,29478,28,21,20200,Jeep,Cherokee,3.2L,V6,271,auto
"https://www.carvana.com/search/2000220504/2018-gmc-slt-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",SUV,5.0,Quicksilver Metallic,Jet Black,19 Special - other,235-50,Gas,"36 mo. / 36,000 mi.; 24 mos. 26,300 mi. left","60 mo. / 60,000 mi.; 48 mos. 50,300 mi. left",2.0L Turbo I4,252 hp / 260 ft-lbs. torque,"Auto, 9-Spd w/OD",2000220504.0,3GKALVEX3JL267429,2018,GMC Terrain,9459,26,21,27200,GMC,Terrain,2.0L,Turbo I4,252,auto
"https://www.carvana.com/search/2000218949/2017-nissan-2.5-sv-2017.5-sedan-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Sedan,5.0,Super Black,Charcoal,17 Special - other,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 19,300 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000218949.0,1N4AL3APXHC282138,2017,Nissan Altima,40469,39,27,14300,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000218904/2017-nissan-sv-2017.5-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Wagon,5.0,Glacier White,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 22,100 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000218904.0,KNMAT2MTXHP588990,2017,Nissan Rogue,37635,33,26,16800,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000214805/2016-volkswagen-2.0t-sel-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",SUV,5.0,Deep Black Pearl,Charcoal Black,19 Alloy wheels,255-40,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 22 mos. 45,200 mi. left",2.0L Turbo I4,200 hp / 207 ft-lbs. torque,"Auto, 6-Spd Tiptronic Spt",2000214805.0,WVGAV7AX5GW534950,2016,Volkswagen Tiguan,14600,26,21,19700,Volkswagen,Tiguan,2.0L,Turbo I4,200,auto
"https://www.carvana.com/search/2000214820/2016-volkswagen-2.0t-sport-sedan-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Sedan,5.0,WHITE,BLACK,17 Alloy wheels,235-45,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 26 mos. 20,200 mi. left",2.0L Turbo I4,200 hp / 207 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000214820.0,WVWBP7ANXGE505113,2016,Volkswagen CC,39504,31,22,16100,Volkswagen,CC,2.0L,Turbo I4,200,auto
"https://www.carvana.com/search/2000220132/2015-gmc-sle-pickup-4d-5-ft-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Pickup,5.0,Quicksilver Metallic,Jet Black,17 Alloy wheels,255-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 15 mos. 59,100 mi. left",3.6L V6,305 hp / 269 ft-lbs. torque,"Automatic, 6-Spd",2000220132.0,1GTG5BE35F1209509,2015,GMC Canyon Crew Cab,40615,27,20,24600,GMC,Canyon Crew Cab,3.6L,V6,305,auto
"https://www.carvana.com/search/2000220306/2017-hyundai-se-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",SUV,5.0,BLACK,Gray,17 Alloy wheels,225-60,Gas,"60 mo. / 60,000 mi.; 35 mos. 17,600 mi. left","60 mo. / 60,000 mi.; 35 mos. 17,600 mi. left",2.0L I4,164 hp / 151 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000220306.0,KM8J3CA48HU296660,2017,Hyundai Tucson,42134,26,21,16200,Hyundai,Tucson,2.0L,I4,164,auto
"https://www.carvana.com/search/2000216678/2017-gmc-sle-1-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",SUV,5.0,WHITE,BLACK,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 8 mos. 15,900 mi. left","60 mo. / 60,000 mi.; 32 mos. 39,900 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000216678.0,2GKALMEK3H6166033,2017,GMC Terrain,19854,32,22,17200,GMC,Terrain,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000215620/2015-chevrolet-sedan-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Hatchback,4.0,Silver Topaz Metallic,Pebble Beige w/ Dark Accents,17 Alloy wheels,215-55,Gas/Elec Hybrid,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 18 mos. 61,400 mi. left",Range-Extended Electric,149 hp / 273 ft-lbs. torque,Single-Speed Fixed Gear,2000215620.0,1G1RC6E41FU126875,2015,Chevrolet Volt,38306,40,35,14200,Chevrolet,Volt,Range-Extended,Electric,149,
"https://www.carvana.com/search/2000218921/2017-nissan-sv-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Wagon,5.0,Caspian Blue,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 42 mos. 19,300 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000218921.0,JN8AT2MV2HW028117,2017,Nissan Rogue,40477,32,25,16600,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000222635/2016-buick-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",SUV,5.0,GRAY,BLACK,18 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 12 mos. 37,700 mi. left","72 mo. / 70,000 mi.; 36 mos. 57,700 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Auto, 6-Spd OD ShftCtrl",2000222635.0,KL4CJASB5GB536112,2016,Buick Encore,12086,34,28,15600,Buick,Encore,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000218903/2017-nissan-sv-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Wagon,5.0,Gun Metallic,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 22,800 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000218903.0,KNMAT2MV2HP584465,2017,Nissan Rogue,36956,32,25,16700,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000166398/2017-gmc-slt-pickup-4d-5-34-ft-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Pickup,5.0,BLACK,Jet Black,20 Alloy wheels,275-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 23,800 mi. left",EcoTec3 w/eAssist 5.3L V8,355 hp / 383 ft-lbs. torque,"Auto, 8-Spd eAssist",2000166398.0,3GTU1NER0HG355776,2017,GMC Sierra 1500 Crew Cab,35969,24,18,36300,GMC,Sierra 1500 Crew Cab,EcoTec3,w/eAssist 5.3L V8,355,auto
"https://www.carvana.com/search/2000220705/2017-nissan-s-sedan-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Sedan,5.0,BLACK,BLACK,16 Alloy wheels,205-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 23,700 mi. left",1.8L I4,130 hp / 128 ft-lbs. torque,"Auto, CVT w/Xtronic",2000220705.0,3N1AB7AP7HL701767,2017,Nissan Sentra,36083,37,29,12100,Nissan,Sentra,1.8L,I4,130,auto
"https://www.carvana.com/search/2000221516/2015-nissan-s-hatchback-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Hatchback,5.0,Gun Metallic,Black,16 Alloy wheels,205-55,Lith Electric,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 15 mos. 20,500 mi. left",Electric,107 hp / 187 ft-lbs. torque,Single-Speed Fixed Gear,2000221516.0,1N4AZ0CP0FC325375,2015,Nissan LEAF,39269,101,126,11400,Nissan,LEAF,Electric,,107,
"https://www.carvana.com/search/2000218923/2017-nissan-sv-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Wagon,5.0,Midnight Jade,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 22,000 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000218923.0,KNMAT2MV7HP585370,2017,Nissan Rogue,37768,32,25,16900,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000218958/2017-jeep-latitude-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",SUV,5.0,Billet Silver Metallic Clear Coat,GRAY,17 Alloy wheels,225-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 33 mos. 14,600 mi. left",2.4L I4,172 hp / 165 ft-lbs. torque,"Automatic, CVT",2000218958.0,1C4NJRFB6HD175485,2017,Jeep Patriot,45114,25,20,15000,Jeep,Patriot,2.4L,I4,172,auto
"https://www.carvana.com/search/2000218916/2017-nissan-sv-sport-utility-4d-?sri=d7ad1d0e-6416-4abf-8477-aed15935d93b
",Wagon,5.0,Palatial Ruby,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 20,300 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000218916.0,JN8AT2MV5HW269119,2017,Nissan Rogue,39413,32,25,16600,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000217652/2017-chevrolet-lt-sedan-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Sedan,5.0,WHITE,BLACK,18 Steel with hub caps,235-50,Gas,"36 mo. / 36,000 mi.; 11 mos. 400 mi. left","60 mo. / 60,000 mi.; 35 mos. 24,400 mi. left",3.6L Flex Fuel V6,305 hp / 264 ft-lbs. torque,"Automatic, 6-Spd",2000217652.0,1G1105S38HU187199,2017,Chevrolet Impala,35365,30,22,16500,Chevrolet,Impala,3.6L,Flex Fuel V6,305,auto
"https://www.carvana.com/search/2000212621/2017-chevrolet-lt-sport-utility-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Wagon,5.0,Mosaic Black Metallic,Jet Black/Brandy,16 Alloy wheels,205-70,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 34 mos. 23,000 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Automatic, 6-Spd",2000212621.0,3GNCJPSBXHL168705,2017,Chevrolet Trax,36758,30,24,15600,Chevrolet,Trax,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000213900/2013-mini-cooper-hatchback-2d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Hatchback,4.0,Pepper White,Carbon Black,15 Alloy wheels,175-65,Gas,"48 mo. / 50,000 mi.; Expired","48 mo. / 50,000 mi.; Expired",1.6L I4,121 hp / 114 ft-lbs. torque,"Auto, 6-Spd Steptronic",2000213900.0,WMWSU3C57DT688134,2013,MINI Hardtop,25090,36,28,13900,MINI,Hardtop,1.6L,I4,121,auto
"https://www.carvana.com/search/2000212665/2017-nissan-sv-sport-utility-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Wagon,5.0,GRAY,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 18,400 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000212665.0,KNMAT2MV0HP569494,2017,Nissan Rogue,41325,32,25,16400,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000210500/2017-volkswagen-2.0t-wolfsburg-edition-sport-utility-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",SUV,5.0,Reflex Silver Metallic,BLACK,17 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 11 mos. 8,700 mi. left","60 mo. / 60,000 mi.; 35 mos. 32,700 mi. left",2.0L Turbo I4,200 hp / 207 ft-lbs. torque,"Auto, 6-Spd Tiptronic Spt",2000210500.0,WVGRV7AX6HW509317,2017,Volkswagen Tiguan,27052,24,20,18100,Volkswagen,Tiguan,2.0L,Turbo I4,200,auto
"https://www.carvana.com/search/2000212003/2018-subaru-wrx-sti-sedan-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Sedan,5.0,WHITE,BLACK,19 Alloy wheels,245-35,Gas,"36 mo. / 36,000 mi.; 20 mos. 27,600 mi. left","60 mo. / 60,000 mi.; 44 mos. 51,600 mi. left",2.5L Turbo H4,305 hp / 290 ft-lbs. torque,"Manual, 6-Spd",2000212003.0,JF1VA2M63J9811999,2018,Subaru WRX,8185,22,17,34600,Subaru,WRX,2.5L,Turbo H4,305,manual
"https://www.carvana.com/search/2000212138/2016-toyota-se-sedan-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Sedan,5.0,Cosmic Gray Mica,Ash,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 24 mos. 31,400 mi. left",2.5L I4,178 hp / 170 ft-lbs. torque,"Auto, 6-Spd SeqShft",2000212138.0,4T1BF1FK1GU197717,2016,Toyota Camry,28391,35,25,15500,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000210494/2014-volkswagen-2.0l-tdi-sedan-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Sedan,5.0,WHITE,BEIGE,16 Alloy wheels,205-55,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 6 mos. 17,700 mi. left",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000210494.0,3VWLL7AJ8EM360543,2014,Volkswagen Jetta,42022,42,30,11900,Volkswagen,Jetta,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000207413/2017-nissan-2.5-sv-sedan-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Sedan,5.0,SILVER,BLACK,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; 17 mos. 2,400 mi. left","60 mo. / 60,000 mi.; 41 mos. 26,400 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000207413.0,1N4AL3APXHC293012,2017,Nissan Altima,33321,39,27,14900,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000212749/2017-kia-lx-sport-utility-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",SUV,5.0,BLACK,BLACK,17 Alloy wheels,225-60,Gas,"60 mo. / 60,000 mi.; 32 mos. 43,200 mi. left","60 mo. / 60,000 mi.; 32 mos. 43,200 mi. left",2.4L I4,181 hp / 175 ft-lbs. torque,"Auto, 6-Spd OD Sptmatc",2000212749.0,KNDPM3AC0H7165501,2017,Kia Sportage,16587,30,23,17200,Kia,Sportage,2.4L,I4,181,auto
"https://www.carvana.com/search/2000212577/2017-nissan-2.5-sedan-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Sedan,5.0,Brilliant Silver,BLACK,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 41 mos. 14,700 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000212577.0,1N4AL3AP4HC290493,2017,Nissan Altima,45033,39,27,13700,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000212632/2017-dodge-gt-minivan-4d-?sri=58c23f51-010a-4199-8a92-1677507f3557
",Minivan,7.0,Billet Clear Coat,Black,17 Alloy wheels,225-65,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 38 mos. 6,400 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd",2000212632.0,2C4RDGEG5HR765247,2017,Dodge Grand Caravan Passenger,53391,25,17,15900,Dodge,Grand Caravan Passenger,Pentastar,3.6L Flex Fuel V6,283,auto
"https://www.carvana.com/search/2000201324/2015-jeep-unlimited-sport-suv-4d-?sri=00c538cb-8e4c-41fb-92d8-b63307fbfab8
",SUV,5.0,Anvil Clear Coat,Black,16 Alloy wheels,225-75,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 19 mos. 37,700 mi. left",3.6L V6,285 hp / 260 ft-lbs. torque,"Automatic, 5-Spd",2000201324,1C4BJWDG6FL707952,2015,Jeep Wrangler,62008,20,16,23500,Jeep,Wrangler,3.6L,V6,285,auto
"https://www.carvana.com/search/2000210787/2015-bmw-428i-convertible-2d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Convertible,4.0,BLACK,BLACK,17 Alloy wheels,225-50,Gas,"48 mo. / 50,000 mi.; Expired","48 mo. / 50,000 mi.; Expired",2.0L Turbo I4,240 hp / 255 ft-lbs. torque,"Auto, 8-Spd Sport",2000210787,WBA3V5C53FP751593,2015,BMW 4 Series,52840,34,23,25800,BMW,4 Series,2.0L,Turbo I4,240,auto
"https://www.carvana.com/search/2000210108/2017-chevrolet-lt-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",SUV,5.0,BLUE,Light Titanium/Jet Black,17 Alloy wheels,225-65,Flex Fuel,"36 mo. / 36,000 mi.; Expired","72 mo. / 72,000 mi.; 49 mos. 21,900 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Auto, 6-Spd w/OD",2000210108,2GNFLFEK6H6308332,2017,Chevrolet Equinox,49821,32,22,16600,Chevrolet,Equinox,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000211478/2017-mazda-grand-touring-convertible-2d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Convertible,2.0,Crystal White Pearl Mica,Black,17 Alloy wheels,205-45,Gas,"36 mo. / 36,000 mi.; 27 mos. 28,100 mi. left","60 mo. / 60,000 mi.; 51 mos. 52,100 mi. left",SKYACTIV-G 2.0L I4,155 hp / 148 ft-lbs. torque,"Manual, 6-Spd",2000211478,JM1NDAD70H0119945,2017,Mazda MX-5 Miata,7621,33,26,25900,Mazda,MX-5 Miata,SKYACTIV-G,2.0L I4,155,manual
"https://www.carvana.com/search/2000209435/2017-nissan-sv-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Wagon,5.0,Palatial Ruby,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 38 mos. 17,700 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000209435,JN8AT2MVXHW268287,2017,Nissan Rogue,42015,32,25,17100,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000210239/2018-kia-lx-sedan-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Sedan,5.0,RED,Black,16 Steel with hub caps,195-55,Gas,"60 mo. / 60,000 mi.; 56 mos. 48,200 mi. left","60 mo. / 60,000 mi.; 56 mos. 48,200 mi. left",2.0L I4,147 hp / 132 ft-lbs. torque,"Automatic, 6-Spd w/Sportmatic",2000210239,3KPFK4A74JE255086,2018,Kia Forte,11561,37,29,13800,Kia,Forte,2.0L,I4,147,auto
"https://www.carvana.com/search/2000210102/2016-nissan-2.5-s-sedan-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Sedan,5.0,GRAY,BLACK,16 Steel with hub caps,215-60,Gas,"36 mo. / 36,000 mi.; 4 mos. 5,500 mi. left","60 mo. / 60,000 mi.; 28 mos. 29,500 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000210102,1N4AL3AP8GN345966,2016,Nissan Altima,30206,39,27,14000,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000212938/2016-kia-lx-sedan-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Sedan,5.0,Aurora Black Pearl,Black,15 Steel with hub caps,195-65,Gas,"60 mo. / 60,000 mi.; 32 mos. 36,700 mi. left","60 mo. / 60,000 mi.; 32 mos. 36,700 mi. left",1.8L I4,145 hp / 130 ft-lbs. torque,"Auto, 6-Spd w/Sportmatic & Active ECO System",2000212938,KNAFK4A67G5615976,2016,Kia Forte,23078,39,26,12600,Kia,Forte,1.8L,I4,145,auto
"https://www.carvana.com/search/2000210314/2013-volkswagen-2.0l-tdi-sedan-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Sedan,5.0,Toffee Brown Metallic,Cornsilk Beige,16 Alloy wheels,205-55,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000210314,3VWLL7AJ0DM440188,2013,Volkswagen Jetta,37607,42,30,11900,Volkswagen,Jetta,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000209505/2016-nissan-s-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Wagon,5.0,Gun Metallic,Charcoal,16 Steel with hub caps,205-55,Gas,"36 mo. / 36,000 mi.; 1 mo. 1,400 mi. left","60 mo. / 60,000 mi.; 25 mos. 25,400 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000209505,KNMAT2MV2GP656165,2016,Nissan Rogue,34390,32,25,15900,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000191533/2016-toyota-le-sedan-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Sedan,5.0,Super White,Almond,16 Steel with hub caps,205-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 20 mos. 23,600 mi. left",2.5L I4,178 hp / 170 ft-lbs. torque,"Auto, 6-Spd SeqShft",2000191533,4T4BF1FK6GR526451,2016,Toyota Camry,36154,35,25,15000,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000211993/2017-chevrolet-premier-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",SUV,5.0,BLACK,BLACK,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 11 mos. 15,300 mi. left","72 mo. / 72,000 mi.; 47 mos. 51,300 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Auto, 6-Spd w/OD",2000211993,2GNALDEK8H1549904,2017,Chevrolet Equinox,20478,32,22,20600,Chevrolet,Equinox,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000211103/2015-hyundai-2.0t-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",SUV,5.0,Mineral Gray,Beige,18 Alloy wheels,235-60,Gas,"60 mo. / 60,000 mi.; 19 mos. 34,200 mi. left","60 mo. / 60,000 mi.; 19 mos. 34,200 mi. left",2.0L Turbo I4,264 hp / 269 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000211103,5XYZUDLA3FG294701,2015,Hyundai Santa Fe Sport,25600,24,18,20000,Hyundai,Santa Fe Sport,2.0L,Turbo I4,264,auto
"https://www.carvana.com/search/2000209977/2017-buick-preferred-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",SUV,5.0,Chili Red Metallic,Light Neutral w/ Ebony Accents,18 Alloy wheels,225-60,Gas,"48 mo. / 50,000 mi.; 35 mos. 41,400 mi. left","72 mo. / 70,000 mi.; 59 mos. 61,400 mi. left",2.5L I4,197 hp / 192 ft-lbs. torque,"Auto, 6-Spd w/DSC",2000209977,LRBFXCSA5HD038601,2017,Buick Envision,8310,28,21,27000,Buick,Envision,2.5L,I4,197,auto
"https://www.carvana.com/search/2000210026/2015-nissan-sv-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Wagon,5.0,Brilliant Silver,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 20 mos. 27,000 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000210026,KNMAT2MV3FP559023,2015,Nissan Rogue,32777,32,25,16100,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000209965/2015-hyundai-limited-sedan-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",Sedan,5.0,Phantom Black,Black,17 Alloy wheels,215-55,Gas,"60 mo. / 60,000 mi.; 20 mos. 51,500 mi. left","60 mo. / 60,000 mi.; 20 mos. 51,500 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd w/Shiftronic & Drive Mode Select",2000209965,5NPE34AF1FH168488,2015,Hyundai Sonata,8284,35,24,18200,Hyundai,Sonata,2.4L,I4,185,auto
"https://www.carvana.com/search/2000212931/2015-buick-convenience-sport-utility-4d-?sri=b98d697c-edd9-4515-9455-c5165001b487
",SUV,5.0,Brilliant Blue Metallic,BLACK,18 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 3 mos. 13,000 mi. left","72 mo. / 70,000 mi.; 27 mos. 33,000 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Automatic, 6-Spd w/Overdrive",2000212931,KL4CJFSB7FB139223,2015,Buick Encore,36760,30,23,15400,Buick,Encore,Ecotec,1.4L Turbo I4,138,auto
